orderID,OrderDate,RequiredDate,ShippedDate,freight,shipperID,ShipmentCompanyName,productID,productName,quantityPerUnit,unitPrice,discontinued,categoryID,categoryName,description,OrderID_actualordes,UnitPrice_actual,quantity,discount,customerID,CustomerCompanyName,contactName,contactTitle,CustomerCity,CustomerCountry,employeeID,employeeName,title,city,country,reportsTo,ReportTo_EmployeeName
11011,4/9/2015,5/7/2015,4/13/2015,1.21,1,Speedy Express,58,Escargots de Bourgogne,24 pieces,13.25,No,8,Seafood,Seaweed and fish,11011,13.25,40,0.05,ALFKI,Alfreds Futterkiste,Maria Anders,Sales Representative,Berlin,Germany,3,Janet Leverling,Sales Representative,New York,USA,8,Laura Callahan
11011,4/9/2015,5/7/2015,4/13/2015,1.21,1,Speedy Express,71,Flotemysost,10 - 500 g pkgs.,21.5,No,4,Dairy Products,Cheeses,11011,21.5,20,0,ALFKI,Alfreds Futterkiste,Maria Anders,Sales Representative,Berlin,Germany,3,Janet Leverling,Sales Representative,New York,USA,8,Laura Callahan
10926,3/4/2015,4/1/2015,3/11/2015,39.92,3,Federal Shipping,11,Queso Cabrales,1 kg pkg.,21,No,4,Dairy Products,Cheeses,10926,21,2,0,ANATR,Ana Trujillo Emparedados y helados,Ana Trujillo,Owner,Mexico City,Mexico,4,Margaret Peacock,Sales Representative,New York,USA,8,Laura Callahan
10926,3/4/2015,4/1/2015,3/11/2015,39.92,3,Federal Shipping,13,Konbu,2 kg box,6,No,8,Seafood,Seaweed and fish,10926,6,10,0,ANATR,Ana Trujillo Emparedados y helados,Ana Trujillo,Owner,Mexico City,Mexico,4,Margaret Peacock,Sales Representative,New York,USA,8,Laura Callahan
10926,3/4/2015,4/1/2015,3/11/2015,39.92,3,Federal Shipping,19,Teatime Chocolate Biscuits,10 boxes x 12 pieces,9.2,No,3,Confections,"Desserts, candies, and sweet breads",10926,9.2,7,0,ANATR,Ana Trujillo Emparedados y helados,Ana Trujillo,Owner,Mexico City,Mexico,4,Margaret Peacock,Sales Representative,New York,USA,8,Laura Callahan
10926,3/4/2015,4/1/2015,3/11/2015,39.92,3,Federal Shipping,72,Mozzarella di Giovanni,24 - 200 g pkgs.,34.8,No,4,Dairy Products,Cheeses,10926,34.8,10,0,ANATR,Ana Trujillo Emparedados y helados,Ana Trujillo,Owner,Mexico City,Mexico,4,Margaret Peacock,Sales Representative,New York,USA,8,Laura Callahan
10759,11/28/2014,12/26/2014,12/12/2014,11.99,3,Federal Shipping,32,Mascarpone Fabioli,24 - 200 g pkgs.,32,No,4,Dairy Products,Cheeses,10759,32,10,0,ANATR,Ana Trujillo Emparedados y helados,Ana Trujillo,Owner,Mexico City,Mexico,3,Janet Leverling,Sales Representative,New York,USA,8,Laura Callahan
10625,8/8/2014,9/5/2014,8/14/2014,43.9,1,Speedy Express,14,Tofu,40 - 100 g pkgs.,23.25,No,7,Produce,Dried fruit and bean curd,10625,23.25,3,0,ANATR,Ana Trujillo Emparedados y helados,Ana Trujillo,Owner,Mexico City,Mexico,3,Janet Leverling,Sales Representative,New York,USA,8,Laura Callahan
10625,8/8/2014,9/5/2014,8/14/2014,43.9,1,Speedy Express,42,Singaporean Hokkien Fried Mee,32 - 1 kg pkgs.,14,Yes,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",10625,14,5,0,ANATR,Ana Trujillo Emparedados y helados,Ana Trujillo,Owner,Mexico City,Mexico,3,Janet Leverling,Sales Representative,New York,USA,8,Laura Callahan
10625,8/8/2014,9/5/2014,8/14/2014,43.9,1,Speedy Express,60,Camembert Pierrot,15 - 300 g rounds,34,No,4,Dairy Products,Cheeses,10625,34,10,0,ANATR,Ana Trujillo Emparedados y helados,Ana Trujillo,Owner,Mexico City,Mexico,3,Janet Leverling,Sales Representative,New York,USA,8,Laura Callahan
10308,9/18/2013,10/16/2013,9/24/2013,1.61,3,Federal Shipping,69,Gudbrandsdalsost,10 kg pkg.,36,No,4,Dairy Products,Cheeses,10308,28.8,1,0,ANATR,Ana Trujillo Emparedados y helados,Ana Trujillo,Owner,Mexico City,Mexico,7,Robert King,Sales Representative,London,UK,5,Steven Buchanan
10308,9/18/2013,10/16/2013,9/24/2013,1.61,3,Federal Shipping,70,Outback Lager,24 - 355 ml bottles,15,No,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",10308,12,5,0,ANATR,Ana Trujillo Emparedados y helados,Ana Trujillo,Owner,Mexico City,Mexico,7,Robert King,Sales Representative,London,UK,5,Steven Buchanan
10365,11/27/2013,12/25/2013,12/2/2013,22,2,United Package,11,Queso Cabrales,1 kg pkg.,21,No,4,Dairy Products,Cheeses,10365,16.8,24,0,ANTON,Antonio Moreno Taquería,Antonio Moreno,Owner,Mexico City,Mexico,3,Janet Leverling,Sales Representative,New York,USA,8,Laura Callahan
10677,9/22/2014,10/20/2014,9/26/2014,4.03,3,Federal Shipping,26,Gumbar Gummibarchen,100 - 250 g bags,31.23,No,3,Confections,"Desserts, candies, and sweet breads",10677,31.23,30,0.15,ANTON,Antonio Moreno Taquería,Antonio Moreno,Owner,Mexico City,Mexico,1,Nancy Davolio,Sales Representative,New York,USA,8,Laura Callahan
10677,9/22/2014,10/20/2014,9/26/2014,4.03,3,Federal Shipping,33,Geitost,500 g,2.5,No,4,Dairy Products,Cheeses,10677,2.5,8,0.15,ANTON,Antonio Moreno Taquería,Antonio Moreno,Owner,Mexico City,Mexico,1,Nancy Davolio,Sales Representative,New York,USA,8,Laura Callahan
10682,9/25/2014,10/23/2014,10/1/2014,36.13,2,United Package,33,Geitost,500 g,2.5,No,4,Dairy Products,Cheeses,10682,2.5,30,0,ANTON,Antonio Moreno Taquería,Antonio Moreno,Owner,Mexico City,Mexico,3,Janet Leverling,Sales Representative,New York,USA,8,Laura Callahan
10682,9/25/2014,10/23/2014,10/1/2014,36.13,2,United Package,66,Louisiana Hot Spiced Okra,24 - 8 oz jars,17,No,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",10682,17,4,0,ANTON,Antonio Moreno Taquería,Antonio Moreno,Owner,Mexico City,Mexico,3,Janet Leverling,Sales Representative,New York,USA,8,Laura Callahan
10682,9/25/2014,10/23/2014,10/1/2014,36.13,2,United Package,75,Rhonbrau Klosterbier,24 - 0.5 l bottles,7.75,No,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",10682,7.75,30,0,ANTON,Antonio Moreno Taquería,Antonio Moreno,Owner,Mexico City,Mexico,3,Janet Leverling,Sales Representative,New York,USA,8,Laura Callahan
10507,4/15/2014,5/13/2014,4/22/2014,47.45,1,Speedy Express,43,Ipoh Coffee,16 - 500 g tins,46,No,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",10507,46,15,0.15,ANTON,Antonio Moreno Taquería,Antonio Moreno,Owner,Mexico City,Mexico,7,Robert King,Sales Representative,London,UK,5,Steven Buchanan
10507,4/15/2014,5/13/2014,4/22/2014,47.45,1,Speedy Express,48,Chocolade,10 pkgs.,12.75,No,3,Confections,"Desserts, candies, and sweet breads",10507,12.75,15,0.15,ANTON,Antonio Moreno Taquería,Antonio Moreno,Owner,Mexico City,Mexico,7,Robert King,Sales Representative,London,UK,5,Steven Buchanan
10535,5/13/2014,6/10/2014,5/21/2014,15.64,1,Speedy Express,11,Queso Cabrales,1 kg pkg.,21,No,4,Dairy Products,Cheeses,10535,21,50,0.1,ANTON,Antonio Moreno Taquería,Antonio Moreno,Owner,Mexico City,Mexico,4,Margaret Peacock,Sales Representative,New York,USA,8,Laura Callahan
10535,5/13/2014,6/10/2014,5/21/2014,15.64,1,Speedy Express,40,Boston Crab Meat,24 - 4 oz tins,18.4,No,8,Seafood,Seaweed and fish,10535,18.4,10,0.1,ANTON,Antonio Moreno Taquería,Antonio Moreno,Owner,Mexico City,Mexico,4,Margaret Peacock,Sales Representative,New York,USA,8,Laura Callahan
10535,5/13/2014,6/10/2014,5/21/2014,15.64,1,Speedy Express,57,Ravioli Angelo,24 - 250 g pkgs.,19.5,No,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",10535,19.5,5,0.1,ANTON,Antonio Moreno Taquería,Antonio Moreno,Owner,Mexico City,Mexico,4,Margaret Peacock,Sales Representative,New York,USA,8,Laura Callahan
10535,5/13/2014,6/10/2014,5/21/2014,15.64,1,Speedy Express,59,Raclette Courdavault,5 kg pkg.,55,No,4,Dairy Products,Cheeses,10535,55,15,0.1,ANTON,Antonio Moreno Taquería,Antonio Moreno,Owner,Mexico City,Mexico,4,Margaret Peacock,Sales Representative,New York,USA,8,Laura Callahan
10573,6/19/2014,7/17/2014,6/20/2014,84.84,3,Federal Shipping,17,Alice Mutton,20 - 1 kg tins,39,Yes,6,Meat & Poultry,Prepared meats,10573,39,18,0,ANTON,Antonio Moreno Taquería,Antonio Moreno,Owner,Mexico City,Mexico,7,Robert King,Sales Representative,London,UK,5,Steven Buchanan
10573,6/19/2014,7/17/2014,6/20/2014,84.84,3,Federal Shipping,34,Sasquatch Ale,24 - 12 oz bottles,14,No,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",10573,14,40,0,ANTON,Antonio Moreno Taquería,Antonio Moreno,Owner,Mexico City,Mexico,7,Robert King,Sales Representative,London,UK,5,Steven Buchanan
10573,6/19/2014,7/17/2014,6/20/2014,84.84,3,Federal Shipping,53,Perth Pasties,48 pieces,32.8,Yes,6,Meat & Poultry,Prepared meats,10573,32.8,25,0,ANTON,Antonio Moreno Taquería,Antonio Moreno,Owner,Mexico City,Mexico,7,Robert King,Sales Representative,London,UK,5,Steven Buchanan
10856,1/28/2015,2/25/2015,2/10/2015,58.43,2,United Package,2,Chang,24 - 12 oz bottles,19,No,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",10856,19,20,0,ANTON,Antonio Moreno Taquería,Antonio Moreno,Owner,Mexico City,Mexico,3,Janet Leverling,Sales Representative,New York,USA,8,Laura Callahan
10856,1/28/2015,2/25/2015,2/10/2015,58.43,2,United Package,42,Singaporean Hokkien Fried Mee,32 - 1 kg pkgs.,14,Yes,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",10856,14,20,0,ANTON,Antonio Moreno Taquería,Antonio Moreno,Owner,Mexico City,Mexico,3,Janet Leverling,Sales Representative,New York,USA,8,Laura Callahan
10741,11/14/2014,11/28/2014,11/18/2014,10.96,3,Federal Shipping,2,Chang,24 - 12 oz bottles,19,No,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",10741,19,15,0.2,AROUT,Around the Horn,Thomas Hardy,Sales Representative,London,UK,4,Margaret Peacock,Sales Representative,New York,USA,8,Laura Callahan
10743,11/17/2014,12/15/2014,11/21/2014,23.72,2,United Package,46,Spegesild,4 - 450 g glasses,12,No,8,Seafood,Seaweed and fish,10743,12,28,0.05,AROUT,Around the Horn,Thomas Hardy,Sales Representative,London,UK,1,Nancy Davolio,Sales Representative,New York,USA,8,Laura Callahan
10768,12/8/2014,1/5/2015,12/15/2014,146.32,2,United Package,22,Gustaf's Knackebrod,24 - 500 g pkgs.,21,No,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",10768,21,4,0,AROUT,Around the Horn,Thomas Hardy,Sales Representative,London,UK,3,Janet Leverling,Sales Representative,New York,USA,8,Laura Callahan
10768,12/8/2014,1/5/2015,12/15/2014,146.32,2,United Package,31,Gorgonzola Telino,12 - 100 g pkgs,12.5,No,4,Dairy Products,Cheeses,10768,12.5,50,0,AROUT,Around the Horn,Thomas Hardy,Sales Representative,London,UK,3,Janet Leverling,Sales Representative,New York,USA,8,Laura Callahan
10768,12/8/2014,1/5/2015,12/15/2014,146.32,2,United Package,60,Camembert Pierrot,15 - 300 g rounds,34,No,4,Dairy Products,Cheeses,10768,34,15,0,AROUT,Around the Horn,Thomas Hardy,Sales Representative,London,UK,3,Janet Leverling,Sales Representative,New York,USA,8,Laura Callahan
10768,12/8/2014,1/5/2015,12/15/2014,146.32,2,United Package,71,Flotemysost,10 - 500 g pkgs.,21.5,No,4,Dairy Products,Cheeses,10768,21.5,12,0,AROUT,Around the Horn,Thomas Hardy,Sales Representative,London,UK,3,Janet Leverling,Sales Representative,New York,USA,8,Laura Callahan
10793,12/24/2014,1/21/2015,1/8/2015,4.52,3,Federal Shipping,41,Jack's New England Clam Chowder,12 - 12 oz cans,9.65,No,8,Seafood,Seaweed and fish,10793,9.65,14,0,AROUT,Around the Horn,Thomas Hardy,Sales Representative,London,UK,3,Janet Leverling,Sales Representative,New York,USA,8,Laura Callahan
10793,12/24/2014,1/21/2015,1/8/2015,4.52,3,Federal Shipping,52,Filo Mix,16 - 2 kg boxes,7,No,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",10793,7,8,0,AROUT,Around the Horn,Thomas Hardy,Sales Representative,London,UK,3,Janet Leverling,Sales Representative,New York,USA,8,Laura Callahan
10864,2/2/2015,3/2/2015,2/9/2015,3.04,2,United Package,35,Steeleye Stout,24 - 12 oz bottles,18,No,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",10864,18,4,0,AROUT,Around the Horn,Thomas Hardy,Sales Representative,London,UK,4,Margaret Peacock,Sales Representative,New York,USA,8,Laura Callahan
10864,2/2/2015,3/2/2015,2/9/2015,3.04,2,United Package,67,Laughing Lumberjack Lager,24 - 12 oz bottles,14,No,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",10864,14,15,0,AROUT,Around the Horn,Thomas Hardy,Sales Representative,London,UK,4,Margaret Peacock,Sales Representative,New York,USA,8,Laura Callahan
10953,3/16/2015,3/30/2015,3/25/2015,23.72,2,United Package,20,Sir Rodney's Marmalade,30 gift boxes,81,No,3,Confections,"Desserts, candies, and sweet breads",10953,81,50,0.05,AROUT,Around the Horn,Thomas Hardy,Sales Representative,London,UK,9,Anne Dodsworth,Sales Representative,London,UK,5,Steven Buchanan
10953,3/16/2015,3/30/2015,3/25/2015,23.72,2,United Package,31,Gorgonzola Telino,12 - 100 g pkgs,12.5,No,4,Dairy Products,Cheeses,10953,12.5,50,0.05,AROUT,Around the Horn,Thomas Hardy,Sales Representative,London,UK,9,Anne Dodsworth,Sales Representative,London,UK,5,Steven Buchanan
10920,3/3/2015,3/31/2015,3/9/2015,29.61,2,United Package,50,Valkoinen suklaa,12 - 100 g bars,16.25,No,3,Confections,"Desserts, candies, and sweet breads",10920,16.25,24,0,AROUT,Around the Horn,Thomas Hardy,Sales Representative,London,UK,4,Margaret Peacock,Sales Representative,New York,USA,8,Laura Callahan
11016,4/10/2015,5/8/2015,4/13/2015,33.8,2,United Package,31,Gorgonzola Telino,12 - 100 g pkgs,12.5,No,4,Dairy Products,Cheeses,11016,12.5,15,0,AROUT,Around the Horn,Thomas Hardy,Sales Representative,London,UK,9,Anne Dodsworth,Sales Representative,London,UK,5,Steven Buchanan
11016,4/10/2015,5/8/2015,4/13/2015,33.8,2,United Package,36,Inlagd Sill,24 - 250 g  jars,19,No,8,Seafood,Seaweed and fish,11016,19,16,0,AROUT,Around the Horn,Thomas Hardy,Sales Representative,London,UK,9,Anne Dodsworth,Sales Representative,London,UK,5,Steven Buchanan
10558,6/4/2014,7/2/2014,6/10/2014,72.97,2,United Package,47,Zaanse koeken,10 - 4 oz boxes,9.5,No,3,Confections,"Desserts, candies, and sweet breads",10558,9.5,25,0,AROUT,Around the Horn,Thomas Hardy,Sales Representative,London,UK,1,Nancy Davolio,Sales Representative,New York,USA,8,Laura Callahan
10558,6/4/2014,7/2/2014,6/10/2014,72.97,2,United Package,51,Manjimup Dried Apples,50 - 300 g pkgs.,53,No,7,Produce,Dried fruit and bean curd,10558,53,20,0,AROUT,Around the Horn,Thomas Hardy,Sales Representative,London,UK,1,Nancy Davolio,Sales Representative,New York,USA,8,Laura Callahan
10558,6/4/2014,7/2/2014,6/10/2014,72.97,2,United Package,52,Filo Mix,16 - 2 kg boxes,7,No,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",10558,7,30,0,AROUT,Around the Horn,Thomas Hardy,Sales Representative,London,UK,1,Nancy Davolio,Sales Representative,New York,USA,8,Laura Callahan
10558,6/4/2014,7/2/2014,6/10/2014,72.97,2,United Package,53,Perth Pasties,48 pieces,32.8,Yes,6,Meat & Poultry,Prepared meats,10558,32.8,18,0,AROUT,Around the Horn,Thomas Hardy,Sales Representative,London,UK,1,Nancy Davolio,Sales Representative,New York,USA,8,Laura Callahan
10558,6/4/2014,7/2/2014,6/10/2014,72.97,2,United Package,73,Rod Kaviar,24 - 150 g jars,15,No,8,Seafood,Seaweed and fish,10558,15,3,0,AROUT,Around the Horn,Thomas Hardy,Sales Representative,London,UK,1,Nancy Davolio,Sales Representative,New York,USA,8,Laura Callahan
10707,10/16/2014,10/30/2014,10/23/2014,21.74,3,Federal Shipping,55,Pate chinois,24 boxes x 2 pies,24,No,6,Meat & Poultry,Prepared meats,10707,24,21,0,AROUT,Around the Horn,Thomas Hardy,Sales Representative,London,UK,4,Margaret Peacock,Sales Representative,New York,USA,8,Laura Callahan
10707,10/16/2014,10/30/2014,10/23/2014,21.74,3,Federal Shipping,57,Ravioli Angelo,24 - 250 g pkgs.,19.5,No,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",10707,19.5,40,0,AROUT,Around the Horn,Thomas Hardy,Sales Representative,London,UK,4,Margaret Peacock,Sales Representative,New York,USA,8,Laura Callahan
10707,10/16/2014,10/30/2014,10/23/2014,21.74,3,Federal Shipping,70,Outback Lager,24 - 355 ml bottles,15,No,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",10707,15,28,0.15,AROUT,Around the Horn,Thomas Hardy,Sales Representative,London,UK,4,Margaret Peacock,Sales Representative,New York,USA,8,Laura Callahan
10355,11/15/2013,12/13/2013,11/20/2013,41.95,1,Speedy Express,24,Guarana Fantastica,12 - 355 ml cans,4.5,Yes,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",10355,3.6,25,0,AROUT,Around the Horn,Thomas Hardy,Sales Representative,London,UK,6,Michael Suyama,Sales Representative,London,UK,5,Steven Buchanan
10355,11/15/2013,12/13/2013,11/20/2013,41.95,1,Speedy Express,57,Ravioli Angelo,24 - 250 g pkgs.,19.5,No,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",10355,15.6,25,0,AROUT,Around the Horn,Thomas Hardy,Sales Representative,London,UK,6,Michael Suyama,Sales Representative,London,UK,5,Steven Buchanan
10383,12/16/2013,1/13/2014,12/18/2013,34.24,3,Federal Shipping,13,Konbu,2 kg box,6,No,8,Seafood,Seaweed and fish,10383,4.8,20,0,AROUT,Around the Horn,Thomas Hardy,Sales Representative,London,UK,8,Laura Callahan,Sales Manager,New York,USA,2,Andrew Fuller
10383,12/16/2013,1/13/2014,12/18/2013,34.24,3,Federal Shipping,50,Valkoinen suklaa,12 - 100 g bars,16.25,No,3,Confections,"Desserts, candies, and sweet breads",10383,13,15,0,AROUT,Around the Horn,Thomas Hardy,Sales Representative,London,UK,8,Laura Callahan,Sales Manager,New York,USA,2,Andrew Fuller
10383,12/16/2013,1/13/2014,12/18/2013,34.24,3,Federal Shipping,56,Gnocchi di nonna Alice,24 - 250 g pkgs.,38,No,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",10383,30.4,20,0,AROUT,Around the Horn,Thomas Hardy,Sales Representative,London,UK,8,Laura Callahan,Sales Manager,New York,USA,2,Andrew Fuller
10453,2/21/2014,3/21/2014,2/26/2014,25.36,2,United Package,48,Chocolade,10 pkgs.,12.75,No,3,Confections,"Desserts, candies, and sweet breads",10453,10.2,15,0.1,AROUT,Around the Horn,Thomas Hardy,Sales Representative,London,UK,1,Nancy Davolio,Sales Representative,New York,USA,8,Laura Callahan
10453,2/21/2014,3/21/2014,2/26/2014,25.36,2,United Package,70,Outback Lager,24 - 355 ml bottles,15,No,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",10453,12,25,0.1,AROUT,Around the Horn,Thomas Hardy,Sales Representative,London,UK,1,Nancy Davolio,Sales Representative,New York,USA,8,Laura Callahan
10444,2/12/2014,3/12/2014,2/21/2014,3.5,3,Federal Shipping,17,Alice Mutton,20 - 1 kg tins,39,Yes,6,Meat & Poultry,Prepared meats,10444,31.2,10,0,BERGS,Berglunds snabbkop,Christina Berglund,Order Administrator,Luleå,Sweden,3,Janet Leverling,Sales Representative,New York,USA,8,Laura Callahan
10444,2/12/2014,3/12/2014,2/21/2014,3.5,3,Federal Shipping,26,Gumbar Gummibarchen,100 - 250 g bags,31.23,No,3,Confections,"Desserts, candies, and sweet breads",10444,24.9,15,0,BERGS,Berglunds snabbkop,Christina Berglund,Order Administrator,Luleå,Sweden,3,Janet Leverling,Sales Representative,New York,USA,8,Laura Callahan
10444,2/12/2014,3/12/2014,2/21/2014,3.5,3,Federal Shipping,35,Steeleye Stout,24 - 12 oz bottles,18,No,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",10444,14.4,8,0,BERGS,Berglunds snabbkop,Christina Berglund,Order Administrator,Luleå,Sweden,3,Janet Leverling,Sales Representative,New York,USA,8,Laura Callahan
10444,2/12/2014,3/12/2014,2/21/2014,3.5,3,Federal Shipping,41,Jack's New England Clam Chowder,12 - 12 oz cans,9.65,No,8,Seafood,Seaweed and fish,10444,7.7,30,0,BERGS,Berglunds snabbkop,Christina Berglund,Order Administrator,Luleå,Sweden,3,Janet Leverling,Sales Representative,New York,USA,8,Laura Callahan
10445,2/13/2014,3/13/2014,2/20/2014,9.3,1,Speedy Express,39,Chartreuse verte,750 cc per bottle,18,No,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",10445,14.4,6,0,BERGS,Berglunds snabbkop,Christina Berglund,Order Administrator,Luleå,Sweden,3,Janet Leverling,Sales Representative,New York,USA,8,Laura Callahan
10445,2/13/2014,3/13/2014,2/20/2014,9.3,1,Speedy Express,54,Tourtiere,16 pies,7.45,No,6,Meat & Poultry,Prepared meats,10445,5.9,15,0,BERGS,Berglunds snabbkop,Christina Berglund,Order Administrator,Luleå,Sweden,3,Janet Leverling,Sales Representative,New York,USA,8,Laura Callahan
10384,12/16/2013,1/13/2014,12/20/2013,168.64,3,Federal Shipping,20,Sir Rodney's Marmalade,30 gift boxes,81,No,3,Confections,"Desserts, candies, and sweet breads",10384,64.8,28,0,BERGS,Berglunds snabbkop,Christina Berglund,Order Administrator,Luleå,Sweden,3,Janet Leverling,Sales Representative,New York,USA,8,Laura Callahan
10384,12/16/2013,1/13/2014,12/20/2013,168.64,3,Federal Shipping,60,Camembert Pierrot,15 - 300 g rounds,34,No,4,Dairy Products,Cheeses,10384,27.2,15,0,BERGS,Berglunds snabbkop,Christina Berglund,Order Administrator,Luleå,Sweden,3,Janet Leverling,Sales Representative,New York,USA,8,Laura Callahan
10278,8/12/2013,9/9/2013,8/16/2013,92.69,2,United Package,44,Gula Malacca,20 - 2 kg bags,19.45,No,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",10278,15.5,16,0,BERGS,Berglunds snabbkop,Christina Berglund,Order Administrator,Luleå,Sweden,8,Laura Callahan,Sales Manager,New York,USA,2,Andrew Fuller
10278,8/12/2013,9/9/2013,8/16/2013,92.69,2,United Package,59,Raclette Courdavault,5 kg pkg.,55,No,4,Dairy Products,Cheeses,10278,44,15,0,BERGS,Berglunds snabbkop,Christina Berglund,Order Administrator,Luleå,Sweden,8,Laura Callahan,Sales Manager,New York,USA,2,Andrew Fuller
10278,8/12/2013,9/9/2013,8/16/2013,92.69,2,United Package,63,Vegie-spread,15 - 625 g jars,43.9,No,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",10278,35.1,8,0,BERGS,Berglunds snabbkop,Christina Berglund,Order Administrator,Luleå,Sweden,8,Laura Callahan,Sales Manager,New York,USA,2,Andrew Fuller
10278,8/12/2013,9/9/2013,8/16/2013,92.69,2,United Package,73,Rod Kaviar,24 - 150 g jars,15,No,8,Seafood,Seaweed and fish,10278,12,25,0,BERGS,Berglunds snabbkop,Christina Berglund,Order Administrator,Luleå,Sweden,8,Laura Callahan,Sales Manager,New York,USA,2,Andrew Fuller
